v_drive [km/h]	stg	PKW	LNF	LKW	LSZ	RB	SB	MR-2T	MR-4T	KKR	Free
85	-10	-0.574266416	-0.482518992	-0.63893862	-0.812773425	-0.752083611	-0.680673761	-0.139625348	-0.139625348	0	0
85	-6	-0.214411639	-0.152298998	-0.246976807	-0.420464704	-0.361173153	-0.286990706	-0.071572853	-0.071572853	0	0
85	-4	-0.093644281	-0.06950343	-0.058610359	-0.224868634	-0.172384565	-0.095317714	-0.052938506	-0.052938506	0	0
85	-2	-0.044110927	-0.036721856	-0.003931809	-0.040397362	-0.034373232	0	-0.037537963	-0.037537963	0	0
85	0	-0.02512158	-0.022552706	-0.000992641	-0.002691464	-0.00636923	-0.002970663	-0.027245842	-0.027245842	0	0
85	2	-0.016810151	-0.015674457	-0.000329752	-6.40388E-05	-0.001698124	0	-0.018694769	-0.018694769	0	0
85	4	-0.012043216	-0.011322555	-4.6337E-05	0	0	0	-0.012812634	-0.012812634	0	0
85	6	-0.008739298	-0.008436743	0	0	-0.000241784	0	-0.007663253	-0.007663253	0	0
85	10	-0.004523782	-0.002799735	0	0	0	0	0	0	0	0
85	15	-0.001610385	0	0	0	0	0	0	0	0	0
85	20	0	0	0	0	0	0	0	0	0	0
90	-20	-1.53235126	-1.423192354	-1.599601755	-1.786146653	-1.72545886	-1.632207716	-0.577438583	-0.577438583	-0.074018395	0
90	-15	-1.043020949	-0.93434964	-1.109101755	-1.295646653	-1.23495886	-1.152540054	-0.257866589	-0.257866589	0	0
90	-10	-0.55675144	-0.45215843	-0.618576918	-0.805146653	-0.744607579	-0.668927545	-0.112325313	-0.112325313	0	0
90	-6	-0.197296238	-0.130452513	-0.224982885	-0.412487481	-0.353846053	-0.271885932	-0.05468595	-0.05468595	0	0
90	-4	-0.081561358	-0.057172756	-0.028070405	-0.214889868	-0.16603825	-0.076474711	-0.039647209	-0.039647209	0	0
90	-2	-0.036927324	-0.029563934	0	-0.017082649	-0.031106136	0	-0.028686152	-0.028686152	0	0
90	0	-0.020680055	-0.018184509	0	0	-0.005146477	0	-0.020476979	-0.020476979	0	0
90	2	-0.013895425	-0.012964183	0	0	-0.000991714	0	-0.013522739	-0.013522739	0	0
90	4	-0.009996183	-0.009304362	0	0	0	0	-0.008391668	-0.008391668	0	0
90	6	-0.007250077	-0.006853149	0	0	-0.000229059	0	-0.003800698	-0.003800698	0	0
90	10	-0.003825273	-0.000518187	0	0	0	0	0	0	0	0
90	15	-0.001329472	0	0	0	0	0	0	0	0	0
90	20	0	0	0	0	0	0	0	0	0	0
95	-20	-1.513931939	-1.391211111	-1.579273637	-1.778519881	-1.7177598	-1.608764296	-0.488476512	-0.488476512	0	0
95	-15	-1.024474067	-0.902209095	-1.088773637	-1.288019881	-1.2272598	-1.13624727	-0.201554021	-0.201554021	0	0
95	-10	-0.538317208	-0.420841852	-0.598215217	-0.797519881	-0.73695887	-0.657181329	-0.085246212	-0.085246212	0	0
95	-6	-0.180172237	-0.109643611	-0.202988963	-0.404510259	-0.34641294	-0.256781158	-0.043663027	-0.043663027	0	0
95	-4	-0.070156498	-0.045937422	0	-0.204911102	-0.159812099	-0.057631707	-0.030144418	-0.030144418	0	0
95	-2	-0.030372954	-0.023087151	0	0	-0.02845353	0	-0.02211469	-0.02211469	0	0
95	0	-0.016624849	-0.014218687	0	0	-0.003918904	0	-0.015646393	-0.015646393	0	0
95	2	-0.011191685	-0.01052815	0	0	-0.000350938	0	-0.010417968	-0.010417968	0	0
95	4	-0.008066756	-0.007408938	0	0	0	0	-0.004829798	-0.004829798	0	0
95	6	-0.005795138	-0.005270102	0	0	-0.000216333	0	-0.000515291	-0.000515291	0	0
95	10	-0.00309176	0	0	0	0	0	0	0	0	0
95	15	-0.001013689	0	0	0	0	0	0	0	0	0
95	20	0	0	0	0	0	0	0	0	0	0
100	-20	-1.493209014	-1.355561556	-1.55894552	-1.770893109	-1.708429131	-1.585320876	-0.396842092	-0.396842092	0	0
100	-15	-1.003580562	-0.86636278	-1.06844552	-1.280393109	-1.217929131	-1.119954487	-0.147867229	-0.147867229	0	0
100	-10	-0.517600952	-0.386023329	-0.577853515	-0.789893109	-0.727563422	-0.645435113	-0.059928041	-0.059928041	0	0
100	-6	-0.162832076	-0.092174673	-0.180995041	-0.396533036	-0.337412398	-0.241676384	-0.031933529	-0.031933529	0	0
100	-4	-0.060714494	-0.037706255	0	-0.194932335	-0.152375993	-0.038788704	-0.020106916	-0.020106916	0	0
100	-2	-0.025728406	-0.018661852	0	0	-0.024650202	0	-0.014778623	-0.014778623	0	0
100	0	-0.013874334	-0.011425921	0	0	-0.003032509	0	-0.008711627	-0.008711627	0	0
100	2	-0.009211528	-0.008379628	0	0	-0.000154196	0	-0.004713538	-0.004713538	0	0
100	4	-0.006539179	-0.005749466	0	0	0	0	-0.001247522	-0.001247522	0	0
100	6	-0.004627529	-0.003984319	0	0	-0.000203608	0	0	0	0	0
100	10	-0.002457521	0	0	0	0	0	0	0	0	0
100	15	-0.00076491	0	0	0	0	0	0	0	0	0
100	20	0	0	0	0	0	0	0	0	0	0
105	-20	-1.470828084	-1.317271755	-1.538617402	-1.763266337	-1.698289384	-1.561877457	-0.301587675	-0.301587675	0	0
105	-15	-0.980998091	-0.82784926	-1.048117402	-1.272766337	-1.207789384	-1.103661704	-0.101265304	-0.101265304	0	0
105	-10	-0.495242221	-0.348684304	-0.557491813	-0.782266337	-0.717294902	-0.633688897	-0.037044479	-0.037044479	0	0
105	-6	-0.145336337	-0.077109616	-0.15900112	-0.388555814	-0.327624008	-0.22657161	-0.014426715	-0.014426715	0	0
105	-4	-0.052685243	-0.031636934	0	-0.184953569	-0.144313051	-0.0199457	-0.009460572	-0.009460572	0	0
105	-2	-0.022458386	-0.015697066	0	0	-0.020206011	0	-0.006042386	-0.006042386	0	0
105	0	-0.012062818	-0.009457485	0	0	-0.002309418	0	-0.001815996	-0.001815996	0	0
105	2	-0.007748579	-0.006746409	0	0	0	0	-0.000491832	-0.000491832	0	0
105	4	-0.005298654	-0.004411938	0	0	0	0	0	0	0	0
105	6	-0.003664273	-0.00281502	0	0	-0.000190882	0	0	0	0	0
105	10	-0.001993164	0	0	0	0	0	0	0	0	0
105	15	-0.000489499	0	0	0	0	0	0	0	0	0
105	20	0	0	0	0	0	0	0	0	0	0
110	-20	-1.448447153	-1.278981954	-1.518289284	-1.755639565	-1.688149638	-1.538434037	-0.205622227	-0.205622227	0	0
110	-15	-0.958415619	-0.78933574	-1.027789284	-1.265139565	-1.197649638	-1.087368921	-0.05606729	-0.05606729	0	0
110	-10	-0.47288349	-0.311345279	-0.537130112	-0.774639565	-0.707026383	-0.621942682	-0.014616736	-0.014616736	0	0
110	-6	-0.127840597	-0.062044559	-0.137007198	-0.380578591	-0.317835618	-0.211466836	-0.005543633	-0.005543633	0	0
110	-4	-0.044655992	-0.025567613	0	-0.174974803	-0.136250109	-0.001102697	-0.001780931	-0.001780931	0	0
110	-2	-0.019188366	-0.012732279	0	0	-0.01576182	0	-0.000639803	-0.000639803	0	0
110	0	-0.010251303	-0.007489049	0	0	-0.001586328	0	0	0	0	0
110	2	-0.00628563	-0.005113191	0	0	0	0	0	0	0	0
110	4	-0.004058129	-0.00307441	0	0	0	0	0	0	0	0
110	6	-0.002701017	-0.001763404	0	0	-0.000178157	0	0	0	0	0
110	10	-0.001528808	0	0	0	0	0	0	0	0	0
110	15	-0.000180626	0	0	0	0	0	0	0	0	0
110	20	0	0	0	0	0	0	0	0	0	0
115	-20	-1.425471585	-1.239638799	-1.497961166	-1.748012793	-1.678009891	-1.514990617	-0.123666957	-0.123666957	0	0
115	-15	-0.935299105	-0.749851749	-1.007461166	-1.257512793	-1.187509891	-1.071076138	-0.028673496	-0.028673496	0	0
115	-10	-0.450191249	-0.273666633	-0.51676841	-0.767012793	-0.696757863	-0.610196466	-0.005396488	-0.005396488	0	0
115	-6	-0.1105354	-0.048360205	-0.115013276	-0.372601369	-0.308047229	-0.196362062	0	0	0	0
115	-4	-0.037341397	-0.020573575	0	-0.164996036	-0.128187167	0	0	0	0	0
115	-2	-0.016596224	-0.010444204	0	0	-0.011317629	0	0	0	0	0
115	0	-0.008849321	-0.005930717	0	0	-0.000863237	0	0	0	0	0
115	2	-0.005128014	-0.003573143	0	0	0	0	0	0	0	0
115	4	-0.003087596	-0.001995458	0	0	0	0	0	0	0	0
115	6	-0.001933889	-0.000984641	0	0	-0.000165431	0	0	0	0	0
115	10	-0.001085857	0	0	0	0	0	0	0	0	0
115	15	0	0	0	0	0	0	0	0	0	0
115	20	0	0	0	0	0	0	0	0	0	0
120	-20	-1.402095926	-1.199586913	-1.477633048	-1.74038602	-1.667870145	-1.491547198	-0.054480949	-0.054480949	0	0
120	-15	-0.911823271	-0.709714794	-0.987133048	-1.24988602	-1.177370145	-1.054783355	-0.011486749	-0.011486749	0	0
120	-10	-0.427274611	-0.235759479	-0.496406708	-0.75938602	-0.686489343	-0.59845025	-0.001809915	-0.001809915	0	0
120	-6	-0.093358405	-0.035604589	-0.093019354	-0.364624146	-0.298258839	-0.181257288	0	0	0	0
120	-4	-0.030507646	-0.016302052	0	-0.15501727	-0.120124225	0	0	0	0	0
120	-2	-0.014460161	-0.008608381	0	0	-0.006873438	0	0	0	0	0
120	0	-0.007722778	-0.004640278	0	0	-0.000140147	0	0	0	0	0
120	2	-0.00417565	-0.002484433	0	0	0	0	0	0	0	0
120	4	-0.00229821	-0.001097297	0	0	0	0	0	0	0	0
120	6	-0.001297478	-0.000132244	0	0	-0.000152706	0	0	0	0	0
120	10	-0.000721858	0	0	0	0	0	0	0	0	0
120	15	0	0	0	0	0	0	0	0	0	0
120	20	0	0	0	0	0	0	0	0	0	0
125	-20	-1.376492376	-1.155695281	-1.457304931	-1.732759248	-1.657730398	-1.468103778	0	0	0	0
125	-15	-0.886241375	-0.665772958	-0.966804931	-1.242259248	-1.167230398	-1.038490572	0	0	0	0
125	-10	-0.402234978	-0.193273343	-0.476045006	-0.751759248	-0.676220824	-0.586704034	0	0	0	0
125	-6	-0.075961623	-0.027534311	-0.071025432	-0.356646924	-0.288470449	-0.166152514	0	0	0	0
125	-4	-0.025565193	-0.014319858	0	-0.145038504	-0.112061283	0	0	0	0	0
125	-2	-0.013343936	-0.008058156	0	0	-0.002429248	0	0	0	0	0
125	0	-0.007491602	-0.00415594	0	0	0	0	0	0	0	0
125	2	-0.003825667	-0.001425488	0	0	0	0	0	0	0	0
125	4	-0.001636299	-0.000307513	0	0	0	0	0	0	0	0
125	6	-0.000603505	0	0	0	-0.00013998	0	0	0	0	0
125	10	-0.000384082	0	0	0	0	0	0	0	0	0
125	15	0	0	0	0	0	0	0	0	0	0
125	20	0	0	0	0	0	0	0	0	0	0
130	-20	-1.350651181	-1.111394069	-1.436976813	-1.725132476	-1.647590652	-1.444660358	0	0	0	0
130	-15	-0.860434829	-0.621425261	-0.946476813	-1.234632476	-1.157090652	-1.022197789	0	0	0	0
130	-10	-0.376968887	-0.150298772	-0.455683305	-0.744132476	-0.665952304	-0.574957818	0	0	0	0
130	-6	-0.058541395	-0.019963271	-0.04903151	-0.348669701	-0.278682059	-0.15104774	0	0	0	0
130	-4	-0.020824481	-0.012580535	0	-0.135059737	-0.103998341	0	0	0	0	0
130	-2	-0.012336476	-0.007642572	0	0	0	0	0	0	0	0
130	0	-0.007355778	-0.00375104	0	0	0	0	0	0	0	0
130	2	-0.003539734	-0.000451088	0	0	0	0	0	0	0	0
130	4	-0.000987843	0	0	0	0	0	0	0	0	0
130	6	0	0	0	0	-0.000127255	0	0	0	0	0
130	10	-0.00010156	0	0	0	0	0	0	0	0	0
130	15	0	0	0	0	0	0	0	0	0	0
130	20	0	0	0	0	0	0	0	0	0	0
135	-20	-1.324809985	-1.067092857	-1.416648695	-1.717505704	-1.637450905	-1.421216939	0	0	0	0
135	-15	-0.834628283	-0.577077563	-0.926148695	-1.227005704	-1.146950905	-1.005905006	0	0	0	0
135	-10	-0.351702797	-0.107324202	-0.435321603	-0.736505704	-0.655683785	-0.563211602	0	0	0	0
135	-6	-0.041121168	-0.012392231	-0.027037588	-0.340692479	-0.26889367	-0.135942966	0	0	0	0
135	-4	-0.016083769	-0.010841213	0	-0.125080971	-0.095935399	0	0	0	0	0
135	-2	-0.011329016	-0.007226988	0	0	0	0	0	0	0	0
135	0	-0.007219953	-0.00334614	0	0	0	0	0	0	0	0
135	2	-0.003253801	0	0	0	0	0	0	0	0	0
135	4	-0.000339387	0	0	0	0	0	0	0	0	0
135	6	0	0	0	0	-0.000114529	0	0	0	0	0
135	10	0	0	0	0	0	0	0	0	0	0
135	15	0	0	0	0	0	0	0	0	0	0
135	20	0	0	0	0	0	0	0	0	0	0
140	-20	-1.29896879	-1.022791645	-1.396320577	-1.709878932	-1.627311159	-1.397773519	0	0	0	0
140	-15	-0.808821737	-0.532729866	-0.905820577	-1.219378932	-1.136811159	-0.989612223	0	0	0	0
140	-10	-0.326436707	-0.064349632	-0.414959901	-0.728878932	-0.645415265	-0.551465386	0	0	0	0
140	-6	-0.023700941	-0.004821192	-0.005043666	-0.332715256	-0.25910528	-0.120838192	0	0	0	0
140	-4	-0.011343057	-0.00910189	0	-0.115102204	-0.087872457	0	0	0	0	0
140	-2	-0.010321556	-0.006811404	0	0	0	0	0	0	0	0
140	0	-0.007084129	-0.00294124	0	0	0	0	0	0	0	0
140	2	-0.002967868	0	0	0	0	0	0	0	0	0
140	4	0	0	0	0	0	0	0	0	0	0
140	6	0	0	0	0	-0.000101804	0	0	0	0	0
140	10	0	0	0	0	0	0	0	0	0	0
140	15	0	0	0	0	0	0	0	0	0	0
140	20	0	0	0	0	0	0	0	0	0	0
145	-20	-1.273127595	-0.978490434	-1.37599246	-1.70225216	-1.617171412	-1.374330099	0	0	0	0
145	-15	-0.783015191	-0.488382169	-0.88549246	-1.21175216	-1.126671412	-0.97331944	0	0	0	0
145	-10	-0.301170616	-0.021375062	-0.3945982	-0.72125216	-0.635146745	-0.53971917	0	0	0	0
145	-6	-0.006280714	0	0	-0.324738034	-0.24931689	-0.105733418	0	0	0	0
145	-4	-0.006602345	-0.007362568	0	-0.105123438	-0.079809515	0	0	0	0	0
145	-2	-0.009314096	-0.00639582	0	0	0	0	0	0	0	0
145	0	-0.006948305	-0.00253634	0	0	0	0	0	0	0	0
145	2	-0.002681935	0	0	0	0	0	0	0	0	0
145	4	0	0	0	0	0	0	0	0	0	0
145	6	0	0	0	0	-8.90783E-05	0	0	0	0	0
145	10	0	0	0	0	0	0	0	0	0	0
145	15	0	0	0	0	0	0	0	0	0	0
145	20	0	0	0	0	0	0	0	0	0	0
150	-20	-1.247286399	-0.934189222	-1.355664342	-1.694625388	-1.607031666	-1.350886679	0	0	0	0
150	-15	-0.757208645	-0.444034472	-0.865164342	-1.204125388	-1.116531666	-0.957026657	0	0	0	0
150	-10	-0.275904526	0	-0.374236498	-0.713625388	-0.624878226	-0.527972954	0	0	0	0
150	-6	0	0	0	-0.316760811	-0.2395285	-0.090628644	0	0	0	0
150	-4	-0.001861633	-0.005623246	0	-0.095144672	-0.071746573	0	0	0	0	0
150	-2	-0.008306636	-0.005980236	0	0	0	0	0	0	0	0
150	0	-0.006812481	-0.00213144	0	0	0	0	0	0	0	0
150	2	-0.002396002	0	0	0	0	0	0	0	0	0
150	4	0	0	0	0	0	0	0	0	0	0
150	6	0	0	0	0	-7.63529E-05	0	0	0	0	0
150	10	0	0	0	0	0	0	0	0	0	0
150	15	0	0	0	0	0	0	0	0	0	0
150	20	0	0	0	0	0	0	0	0	0	0
155	-20	-1.221445204	-0.88988801	-1.335336224	-1.686998616	-1.59689192	-1.32744326	0	0	0	0
155	-15	-0.731402099	-0.399686775	-0.844836224	-1.196498616	-1.10639192	-0.940733874	0	0	0	0
155	-10	-0.250638436	0	-0.353874796	-0.705998616	-0.614609706	-0.516226738	0	0	0	0
155	-6	0	0	0	-0.308783589	-0.22974011	-0.07552387	0	0	0	0
155	-4	0	-0.003883923	0	-0.085165905	-0.063683631	0	0	0	0	0
155	-2	-0.007299176	-0.005564651	0	0	0	0	0	0	0	0
155	0	-0.006676656	-0.00172654	0	0	0	0	0	0	0	0
155	2	-0.002110069	0	0	0	0	0	0	0	0	0
155	4	0	0	0	0	0	0	0	0	0	0
155	6	0	0	0	0	-6.36274E-05	0	0	0	0	0
155	10	0	0	0	0	0	0	0	0	0	0
155	15	0	0	0	0	0	0	0	0	0	0
155	20	0	0	0	0	0	0	0	0	0	0
160	-20	-1.195604008	-0.845586798	-1.315008106	-1.679371844	-1.586752173	-1.30399984	0	0	0	0
160	-15	-0.705595554	-0.355339078	-0.824508106	-1.188871844	-1.096252173	-0.924441091	0	0	0	0
160	-10	-0.225372345	0	-0.333513095	-0.698371844	-0.604341187	-0.504480522	0	0	0	0
160	-6	0	0	0	-0.300806366	-0.219951721	-0.060419096	0	0	0	0
160	-4	0	-0.002144601	0	-0.075187139	-0.055620689	0	0	0	0	0
160	-2	-0.006291716	-0.005149067	0	0	0	0	0	0	0	0
160	0	-0.006540832	-0.00132164	0	0	0	0	0	0	0	0
160	2	-0.001824135	0	0	0	0	0	0	0	0	0
160	4	0	0	0	0	0	0	0	0	0	0
160	6	0	0	0	0	-5.09019E-05	0	0	0	0	0
160	10	0	0	0	0	0	0	0	0	0	0
160	15	0	0	0	0	0	0	0	0	0	0
160	20	0	0	0	0	0	0	0	0	0	0
165	-20	-1.169762813	-0.801285586	-1.294679989	-1.671745072	-1.576612427	-1.28055642	0	0	0	0
165	-15	-0.679789008	-0.31099138	-0.804179989	-1.181245072	-1.086112427	-0.908148308	0	0	0	0
165	-10	-0.200106255	0	-0.313151393	-0.690745072	-0.594072667	-0.492734306	0	0	0	0
165	-6	0	0	0	-0.292829144	-0.210163331	-0.045314322	0	0	0	0
165	-4	0	-0.000405279	0	-0.065208373	-0.047557747	0	0	0	0	0
165	-2	-0.005284256	-0.004733483	0	0	0	0	0	0	0	0
165	0	-0.006405008	-0.00091674	0	0	0	0	0	0	0	0
165	2	-0.001538202	0	0	0	0	0	0	0	0	0
165	4	0	0	0	0	0	0	0	0	0	0
165	6	0	0	0	0	-3.81764E-05	0	0	0	0	0
165	10	0	0	0	0	0	0	0	0	0	0
165	15	0	0	0	0	0	0	0	0	0	0
165	20	0	0	0	0	0	0	0	0	0	0
170	-20	-1.143921618	-0.756984374	-1.274351871	-1.6641183	-1.56647268	-1.257113001	0	0	0	0
170	-15	-0.653982462	-0.266643683	-0.783851871	-1.1736183	-1.07597268	-0.891855525	0	0	0	0
170	-10	-0.174840165	0	-0.292789691	-0.6831183	-0.583804147	-0.48098809	0	0	0	0
170	-6	0	0	0	-0.284851921	-0.200374941	-0.030209548	0	0	0	0
170	-4	0	0	0	-0.055229606	-0.039494805	0	0	0	0	0
170	-2	-0.004276796	-0.004317899	0	0	0	0	0	0	0	0
170	0	-0.006269184	-0.00051184	0	0	0	0	0	0	0	0
170	2	-0.001252269	0	0	0	0	0	0	0	0	0
170	4	0	0	0	0	0	0	0	0	0	0
170	6	0	0	0	0	-2.5451E-05	0	0	0	0	0
170	10	0	0	0	0	0	0	0	0	0	0
170	15	0	0	0	0	0	0	0	0	0	0
170	20	0	0	0	0	0	0	0	0	0	0
175	-20	-1.118080422	-0.712683162	-1.254023753	-1.656491528	-1.556332934	-1.233669581	0	0	0	0
175	-15	-0.628175916	-0.222295986	-0.763523753	-1.165991528	-1.065832934	-0.875562742	0	0	0	0
175	-10	-0.149574074	0	-0.272427989	-0.675491528	-0.573535628	-0.469241875	0	0	0	0
175	-6	0	0	0	-0.276874699	-0.190586551	-0.015104774	0	0	0	0
175	-4	0	0	0	-0.04525084	-0.031431863	0	0	0	0	0
175	-2	-0.003269337	-0.003902315	0	0	0	0	0	0	0	0
175	0	-0.006133359	-0.00010694	0	0	0	0	0	0	0	0
175	2	-0.000966336	0	0	0	0	0	0	0	0	0
175	4	0	0	0	0	0	0	0	0	0	0
175	6	0	0	0	0	-1.27255E-05	0	0	0	0	0
175	10	0	0	0	0	0	0	0	0	0	0
175	15	0	0	0	0	0	0	0	0	0	0
175	20	0	0	0	0	0	0	0	0	0	0
180	-20	-1.092239227	-0.66838195	-1.233695635	-1.648864756	-1.546193187	-1.210226161	0	0	0	0
180	-15	-0.60236937	-0.177948289	-0.743195635	-1.158364756	-1.055693187	-0.859269959	0	0	0	0
180	-10	-0.124307984	0	-0.252066288	-0.667864756	-0.563267108	-0.457495659	0	0	0	0
180	-6	0	0	0	-0.268897476	-0.180798162	0	0	0	0	0
180	-4	0	0	0	-0.035272074	-0.023368921	0	0	0	0	0
180	-2	-0.002261877	-0.003486731	0	0	0	0	0	0	0	0
180	0	-0.005997535	0	0	0	0	0	0	0	0	0
180	2	-0.000680403	0	0	0	0	0	0	0	0	0
180	4	0	0	0	0	0	0	0	0	0	0
180	6	0	0	0	0	0	0	0	0	0	0
180	10	0	0	0	0	0	0	0	0	0	0
180	15	0	0	0	0	0	0	0	0	0	0
180	20	0	0	0	0	0	0	0	0	0	0
185	-20	-1.092239227	-0.66838195	-1.233695635	-1.648864756	-1.546193187	-1.210226161	0	0	0	0
185	-15	-0.60236937	-0.177948289	-0.743195635	-1.158364756	-1.055693187	-0.859269959	0	0	0	0
185	-10	-0.124307984	0	-0.252066288	-0.667864756	-0.563267108	-0.457495659	0	0	0	0
185	-6	0	0	0	-0.268897476	-0.180798162	0	0	0	0	0
185	-4	0	0	0	-0.035272074	-0.023368921	0	0	0	0	0
185	-2	-0.002261877	-0.003486731	0	0	0	0	0	0	0	0
185	0	-0.005997535	0	0	0	0	0	0	0	0	0
185	2	-0.000680403	0	0	0	0	0	0	0	0	0
185	4	0	0	0	0	0	0	0	0	0	0
185	6	0	0	0	0	0	0	0	0	0	0
185	10	0	0	0	0	0	0	0	0	0	0
185	15	0	0	0	0	0	0	0	0	0	0
185	20	0	0	0	0	0	0	0	0	0	0
190	-20	-1.092239227	-0.66838195	-1.233695635	-1.648864756	-1.546193187	-1.210226161	0	0	0	0
190	-15	-0.60236937	-0.177948289	-0.743195635	-1.158364756	-1.055693187	-0.859269959	0	0	0	0
190	-10	-0.124307984	0	-0.252066288	-0.667864756	-0.563267108	-0.457495659	0	0	0	0
190	-6	0	0	0	-0.268897476	-0.180798162	0	0	0	0	0
190	-4	0	0	0	-0.035272074	-0.023368921	0	0	0	0	0
190	-2	-0.002261877	-0.003486731	0	0	0	0	0	0	0	0
190	0	-0.005997535	0	0	0	0	0	0	0	0	0
190	2	-0.000680403	0	0	0	0	0	0	0	0	0
190	4	0	0	0	0	0	0	0	0	0	0
190	6	0	0	0	0	0	0	0	0	0	0
190	10	0	0	0	0	0	0	0	0	0	0
190	15	0	0	0	0	0	0	0	0	0	0
190	20	0	0	0	0	0	0	0	0	0	0
195	-20	-1.092239227	-0.66838195	-1.233695635	-1.648864756	-1.546193187	-1.210226161	0	0	0	0
195	-15	-0.60236937	-0.177948289	-0.743195635	-1.158364756	-1.055693187	-0.859269959	0	0	0	0
195	-10	-0.124307984	0	-0.252066288	-0.667864756	-0.563267108	-0.457495659	0	0	0	0
195	-6	0	0	0	-0.268897476	-0.180798162	0	0	0	0	0
195	-4	0	0	0	-0.035272074	-0.023368921	0	0	0	0	0
195	-2	-0.002261877	-0.003486731	0	0	0	0	0	0	0	0
195	0	-0.005997535	0	0	0	0	0	0	0	0	0
195	2	-0.000680403	0	0	0	0	0	0	0	0	0
195	4	0	0	0	0	0	0	0	0	0	0
195	6	0	0	0	0	0	0	0	0	0	0
195	10	0	0	0	0	0	0	0	0	0	0
195	15	0	0	0	0	0	0	0	0	0	0
195	20	0	0	0	0	0	0	0	0	0	0
200	-20	-1.092239227	-0.66838195	-1.233695635	-1.648864756	-1.546193187	-1.210226161	0	0	0	0
200	-15	-0.60236937	-0.177948289	-0.743195635	-1.158364756	-1.055693187	-0.859269959	0	0	0	0
200	-10	-0.124307984	0	-0.252066288	-0.667864756	-0.563267108	-0.457495659	0	0	0	0
200	-6	0	0	0	-0.268897476	-0.180798162	0	0	0	0	0
200	-4	0	0	0	-0.035272074	-0.023368921	0	0	0	0	0
200	-2	-0.002261877	-0.003486731	0	0	0	0	0	0	0	0
200	0	-0.005997535	0	0	0	0	0	0	0	0	0
200	2	-0.000680403	0	0	0	0	0	0	0	0	0
200	4	0	0	0	0	0	0	0	0	0	0
200	6	0	0	0	0	0	0	0	0	0	0
200	10	0	0	0	0	0	0	0	0	0	0
200	15	0	0	0	0	0	0	0	0	0	0
200	20	0	0	0	0	0	0	0	0	0	0
205	-20	-1.092239227	-0.66838195	-1.233695635	-1.648864756	-1.546193187	-1.210226161	0	0	0	0
205	-15	-0.60236937	-0.177948289	-0.743195635	-1.158364756	-1.055693187	-0.859269959	0	0	0	0
205	-10	-0.124307984	0	-0.252066288	-0.667864756	-0.563267108	-0.457495659	0	0	0	0
205	-6	0	0	0	-0.268897476	-0.180798162	0	0	0	0	0
205	-4	0	0	0	-0.035272074	-0.023368921	0	0	0	0	0
205	-2	-0.002261877	-0.003486731	0	0	0	0	0	0	0	0
205	0	-0.005997535	0	0	0	0	0	0	0	0	0
205	2	-0.000680403	0	0	0	0	0	0	0	0	0
205	4	0	0	0	0	0	0	0	0	0	0
205	6	0	0	0	0	0	0	0	0	0	0
205	10	0	0	0	0	0	0	0	0	0	0
205	15	0	0	0	0	0	0	0	0	0	0
205	20	0	0	0	0	0	0	0	0	0	0
